TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2022,2,2,9,30,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495520.2662,5454514.9571
Other Theft,2022,2,9,16,45,22XX MCBAIN AVE,Arbutus Ridge,488514.7003,5455167.6613
Other Theft,2022,1,8,11,23,22XX W 19TH AVE,Arbutus Ridge,488541.7586,5455850.9573
Other Theft,2022,1,12,10,10,22XX W 41ST AVE,Arbutus Ridge,488489.2181,5453554.9459
Other Theft,2022,1,22,11,37,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692
Other Theft,2022,1,26,18,0,22XX W 5TH AVE,Kitsilano,488589.5434,5457180.7929
Other Theft,2022,1,16,19,13,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959
Other Theft,2022,2,1,19,34,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959
Other Theft,2022,1,15,12,58,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2022,1,15,22,5,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2022,1,17,12,53,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2022,1,8,12,51,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,8,20,5,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,9,16,0,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,9,17,43,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,10,13,4,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,10,17,5,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,15,21,55,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,15,22,56,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,17,11,46,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,17,12,7,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,17,13,52,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,17,16,51,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,21,12,2,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,24,17,48,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,29,22,44,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,29,22,45,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,2,4,9,58,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,2,7,15,30,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,2,7,19,46,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,2,9,16,25,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,2,9,21,2,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2022,1,8,13,25,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,8,17,36,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,10,17,49,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,14,11,37,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,16,15,9,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,20,12,34,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,21,16,56,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,24,9,42,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,25,13,14,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,26,15,11,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,26,17,16,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,27,16,22,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,1,7,6,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,2,7,35,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,3,8,6,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,3,13,6,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,4,7,46,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,4,8,47,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,4,19,16,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,5,16,20,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,2,9,16,24,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2022,1,7,17,30,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,8,12,29,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,11,18,16,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,12,7,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,13,20,29,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,14,19,38,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,14,20,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2022,1,9,18,30,23XX CAMBIE ST,Mount Pleasant,491655.5625,5456835.8367
Other Theft,2022,1,26,15,57,23XX CAMBIE ST,Mount Pleasant,491655.5625,5456835.8367
Other Theft,2022,1,27,20,12,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2022,1,28,22,0,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2022,1,30,7,20,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2022,1,13,21,15,23XX KINGSWAY AVE,Renfrew-Collingwood,495843.2102,5454288.4755
Other Theft,2022,2,4,17,14,23XX W 13TH AVE,Kitsilano,488507.3821,5456393.3683
Other Theft,2022,1,7,18,48,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.3505
Other Theft,2022,1,21,16,10,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.3505
Other Theft,2022,1,5,17,31,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2022,2,9,14,6,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.5791
Other Theft,2022,1,17,11,0,24XX FRASER ST,Mount Pleasant,493511.1683,5456676.9469
Other Theft,2022,2,7,13,0,24XX GRANVILLE ST,Fairview,489925.5618,5456854.3842
Other Theft,2022,1,12,17,30,24XX NANAIMO ST,Grandview-Woodland,495879.0014,5456665.5836
Other Theft,2022,2,3,19,49,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.0768,5456528.1049
Other Theft,2022,2,7,6,0,25XX ETON ST,Hastings-Sunrise,496121.3254,5459439.0504
Other Theft,2022,1,10,11,30,25XX FRASER ST,Mount Pleasant,493518.87,5456601.1923
Other Theft,2022,1,21,10,0,25XX FRASER ST,Mount Pleasant,493518.87,5456601.1923
Other Theft,2022,1,30,16,32,25XX GRANVILLE ST,Fairview,489914.3235,5456758.4693
Other Theft,2022,1,12,16,45,25XX MANITOBA ST,Mount Pleasant,492231.1677,5456680.4283
Other Theft,2022,1,18,17,1,25XX SPRUCE ST,Fairview,490616.8997,5456674.4842
Other Theft,2022,1,3,19,10,25XX ST GEORGE ST,Mount Pleasant,493238.0744,5456638.2395
Other Theft,2022,1,10,21,11,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.7131,5456511.9169
Other Theft,2022,1,20,16,20,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.7979,5456506.0053
Other Theft,2022,1,28,4,54,26XX DUKE ST,Renfrew-Collingwood,496229.3694,5454120.299
Other Theft,2022,1,17,11,16,26XX E HASTINGS ST,Hastings-Sunrise,496264.7051,5458708.6954
Other Theft,2022,2,2,17,35,26XX E HASTINGS ST,Hastings-Sunrise,496277.1843,5458717.8051
Other Theft,2022,1,12,16,30,26XX GRANVILLE ST,Fairview,489922.3056,5456561.741
Other Theft,2022,2,7,11,12,26XX GRANVILLE ST,Fairview,489923.2467,5456601.351
Other Theft,2022,1,30,0,0,26XX MAIN ST,Mount Pleasant,492655.5084,5456570.583
Other Theft,2022,2,9,17,35,26XX W BROADWAY AVE,Kitsilano,487909.4114,5456827.3261
Other Theft,2022,1,9,20,27,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494914.2057,5456378.7444
Other Theft,2022,2,9,14,43,27XX DUKE ST,Renfrew-Collingwood,496411.699,5454016.3115
Other Theft,2022,1,28,20,40,27XX E 12TH AVE,Renfrew-Collingwood,496447.8046,5456225.0921
Other Theft,2022,2,2,12,16,27XX GRANVILLE ST,Fairview,489912.1195,5456548.3832
Other Theft,2022,1,29,21,47,27XX SKEENA ST,Renfrew-Collingwood,497929.8771,5456360.6294
Other Theft,2022,2,3,20,0,27XX W 24TH AVE,Arbutus Ridge,487946.7944,5455373.5204
Other Theft,2022,1,28,13,29,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
Other Theft,2022,2,2,10,13,28XX BENTALL ST,Renfrew-Collingwood,497676.1461,5456239.0146
Other Theft,2022,1,27,17,45,28XX BENTALL ST,Renfrew-Collingwood,497676.2065,5456229.2665
Other Theft,2022,1,16,18,0,28XX BENTALL ST,Renfrew-Collingwood,497676.2669,5456219.5183
Other Theft,2022,1,12,19,0,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,1,16,22,1,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,1,4,10,40,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Other Theft,2022,1,5,2,4,28XX GRANVILLE ST,Fairview,489901.4294,5456353.732
Other Theft,2022,1,28,18,46,28XX GRANVILLE ST,Fairview,489901.4294,5456353.732
Other Theft,2022,2,2,13,38,28XX ST GEORGE ST,Mount Pleasant,493224.094,5456278.6098
Other Theft,2022,1,13,21,50,28XX W 41ST AVE,Kerrisdale,487652.0465,5453558.4647
Other Theft,2022,1,28,13,0,28XX W BROADWAY AVE,Kitsilano,487664.1056,5456832.4902
Other Theft,2022,2,8,19,36,29XX ARBUTUS ST,Kitsilano,488855.258,5456331.6057
Other Theft,2022,1,30,22,13,29XX ASH ST,Fairview,491442.679,5456291.1846
Other Theft,2022,1,16,14,6,29XX E 54TH AVE,Killarney,496854.4334,5451938.436
Other Theft,2022,1,24,19,9,29XX E 8TH AVE,Hastings-Sunrise,496944.6604,5456690.3694
Other Theft,2022,1,14,12,30,29XX E PENDER ST,Hastings-Sunrise,496972.2478,5458601.7609
Other Theft,2022,1,14,14,0,29XX GRANVILLE ST,Fairview,489910.4464,5456333.7203
Other Theft,2022,1,2,13,28,29XX HEBB AVE,Renfrew-Collingwood,496798.0658,5456276.755
Other Theft,2022,2,1,11,30,29XX MAIN ST,Mount Pleasant,492647.2052,5456259.9799
Other Theft,2022,2,2,13,45,29XX MAIN ST,Mount Pleasant,492647.2052,5456259.9799
Other Theft,2022,1,21,7,30,29XX W 5TH AVE,Kitsilano,487501.7055,5457212.7618
Other Theft,2022,1,8,15,11,29XX W BROADWAY AVE,Kitsilano,487538.2282,5456827.8131
Other Theft,2022,1,25,13,0,2X W 2ND AVE,Mount Pleasant,492338.0159,5457389.1444
Other Theft,2022,2,5,10,9,2X W HASTINGS ST,Central Business District,492367.1438,5458760.0134
Other Theft,2022,1,24,8,0,2XX  E HASTINGS ST,Strathcona,492751.4507,5458732.7679
Other Theft,2022,1,30,14,3,2XX ALEXANDER ST,Strathcona,492869.8189,5459044.7025
Other Theft,2022,1,9,17,53,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Other Theft,2022,1,28,15,57,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.6233
Other Theft,2022,2,10,18,27,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.6233
Other Theft,2022,1,8,12,24,2XX E 10TH AVE,Mount Pleasant,492797.7115,5456588.7122
Other Theft,2022,1,19,19,14,2XX E BROADWAY AVE,Mount Pleasant,492743.054,5456679.4897
Other Theft,2022,1,13,0,36,2XX E GEORGIA ST,Strathcona,492783.8179,5458432.1863
Other Theft,2022,1,3,11,58,2XX E GEORGIA ST,Strathcona,492787.7036,5458432.099
Other Theft,2022,1,13,14,29,2XX E HASTINGS ST,Strathcona,492811.8811,5458731.2543
Other Theft,2022,1,19,12,15,2XX E HASTINGS ST,Strathcona,492849.3825,5458739.4619
Other Theft,2022,2,2,11,5,2XX E PENDER ST,Strathcona,492816.1929,5458623.3616
Other Theft,2022,1,26,15,0,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.8751
Other Theft,2022,1,11,11,29,2XX POWELL ST,Strathcona,492827.4875,5458935.8179
Other Theft,2022,1,10,16,34,2XX UNION ST,Strathcona,492804.8931,5458332.5592
Other Theft,2022,1,24,4,1,2XX W 62ND AVE,Marpole,491876.1294,5451277.1824
Other Theft,2022,2,1,13,45,2XX W PENDER ST,Central Business District,491958.8371,5458790.5821
Other Theft,2022,1,27,15,0,30XX CAMBIE ST,Fairview,491625.7026,5456196.3459
Other Theft,2022,2,6,4,58,30XX CHARLES ST,Hastings-Sunrise,497102.6536,5457828.7995
Other Theft,2022,1,26,11,17,30XX KINGS AVE,Renfrew-Collingwood,496868.5366,5454536.0798
Other Theft,2022,1,8,14,30,30XX MAIN ST,Mount Pleasant,492634.5084,5456141.4819
Other Theft,2022,1,19,12,10,30XX W BROADWAY AVE,Kitsilano,487361.4546,5456832.8237
Other Theft,2022,1,23,21,7,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,1,27,9,5,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,2,2,9,0,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,2,5,9,20,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,2,9,14,38,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,2,10,11,17,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Other Theft,2022,1,11,16,2,31XX E 28TH AVE,Renfrew-Collingwood,497237.1699,5454740.2852
Other Theft,2022,1,14,13,52,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2022,1,18,17,33,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2022,1,28,15,0,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2022,2,1,10,19,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2022,2,3,12,23,31XX E 54TH AVE,Killarney,497071.4676,5451926.5763
Other Theft,2022,1,2,13,14,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.1063,5456566.2376
Other Theft,2022,1,11,19,40,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.1063,5456566.2376
Other Theft,2022,1,24,17,36,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.1063,5456566.2376
Other Theft,2022,2,8,16,5,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.2411
Other Theft,2022,2,8,18,20,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.2411
Other Theft,2022,1,2,17,16,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,3,7,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,3,15,46,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,3,18,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,4,7,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,5,12,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,5,12,58,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,5,14,6,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,5,16,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,5,18,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,6,8,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,6,10,6,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,6,22,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,7,18,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,8,20,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,9,14,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,9,21,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,10,18,13,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,10,22,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,11,8,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,11,13,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,11,14,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,11,16,57,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,12,7,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,12,9,54,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,12,11,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,12,14,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,12,20,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,13,10,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,13,14,26,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,13,19,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,14,9,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,14,12,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,15,7,56,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,15,12,58,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,15,18,49,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,17,8,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,18,8,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,19,9,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,19,20,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,21,14,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,21,14,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,23,15,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,23,20,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,24,9,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,24,11,38,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,25,14,42,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,26,10,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,26,10,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,26,22,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,27,19,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,28,17,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,28,20,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,28,22,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,29,18,43,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,29,21,26,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,30,8,39,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,31,16,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,1,14,57,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,1,16,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,2,12,12,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,3,7,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,3,10,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,3,20,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,6,8,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,6,11,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,6,18,13,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,6,20,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,8,8,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,8,16,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,8,22,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,9,13,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,9,15,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,9,15,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,9,18,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,10,8,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,10,10,11,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,10,12,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,10,14,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,2,10,18,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2022,1,9,17,8,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,12,8,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,22,21,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,22,22,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,26,19,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,28,19,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,30,21,17,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,31,11,21,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,2,2,11,36,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2022,1,21,11,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.4131,5456155.9402
Other Theft,2022,1,23,14,51,31XX RIVERWALK AVE,Killarney,497066.3292,5450354.8672
Other Theft,2022,1,24,18,30,31XX W BROADWAY AVE,Kitsilano,487229.8234,5456845.4839
Other Theft,2022,1,20,18,0,32XX E 58TH AVE,Killarney,497277.8507,5451613.7492
Other Theft,2022,1,6,22,0,33XX E PENDER ST,Hastings-Sunrise,497626.9626,5458600.8616
Other Theft,2022,2,7,16,58,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2022,1,16,11,43,33XX MAIN ST,Riley Park,492626.7923,5455877.2639
Other Theft,2022,1,18,5,38,33XX W 19TH AVE,Dunbar-Southlands,486896.3124,5455886.4145
Other Theft,2022,1,3,18,49,33XX W BROADWAY AVE,Kitsilano,487005.2884,5456842.5643
Other Theft,2022,1,19,13,30,33XX W BROADWAY AVE,Kitsilano,487045.9425,5456841.4237
Other Theft,2022,1,1,22,0,33XX W BROADWAY AVE,Kitsilano,487057.0401,5456850.26
Other Theft,2022,1,17,12,24,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2022,1,20,14,57,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2022,1,27,13,28,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2022,1,3,18,18,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
